environment,method,budget,comparator,mean,lo,hi
scifact_dense,fixed,4,original_frozen_router,-0.005950400567094442,-0.02520922894802055,0.011505600196222184
scifact_dense,fixed,8,zero_budget,0.017312013476169657,-0.018453098321907575,0.055549145592455905
scifact_dense,fixed,8,random,0.006930916546717888,-0.013455285767099343,0.0326933167818231
scifact_dense,fixed,8,original_frozen_router,0.011361612909075216,-0.026455694099426393,0.05106030184091582
scifact_dense,fixed,16,zero_budget,0.017312013476169657,-0.018135880028755356,0.05301967941684768
scifact_dense,fixed,16,random,-0.006979039931438565,-0.028094672944288267,0.008315975147589826
scifact_dense,fixed,16,original_frozen_router,0.011361612909075216,-0.026902783974183903,0.05240125032635235
scifact_dense,fixed,32,zero_budget,0.027780573373327507,-0.01850114328621469,0.0714574680670436
scifact_dense,fixed,32,random,-0.004686212445242107,-0.01910635133738146,0.00012821131265033578
scifact_dense,fixed,32,original_frozen_router,0.02183017280623306,-0.02305664034367369,0.06867118681864347
scifact_dense,information_gain,0,zero_budget,0.0,0.0,0.0
scifact_dense,information_gain,0,random,0.0,0.0,0.0
scifact_dense,information_gain,0,original_frozen_router,-0.005950400567094442,-0.025822204123996977,0.011867576532002681
scifact_dense,information_gain,4,zero_budget,0.027780573373327507,-0.015907485637518672,0.07073258946524673
scifact_dense,information_gain,4,random,0.019704689329240008,-0.011731388206691595,0.05601426712251366
scifact_dense,information_gain,4,original_frozen_router,0.02183017280623306,-0.025331488926120582,0.06914987434814375
scifact_dense,information_gain,8,zero_budget,0.027780573373327507,-0.017506344226134278,0.07183162477439663
scifact_dense,information_gain,8,random,0.017399476443875735,-0.014537616313145953,0.05129063352897091
scifact_dense,information_gain,8,original_frozen_router,0.02183017280623306,-0.025638175508144085,0.06841451781132848
scifact_dense,information_gain,16,zero_budget,0.03715299826381172,-0.007189587161938066,0.08302473929699507
scifact_dense,information_gain,16,random,0.012861944856203497,-0.0021232179832648183,0.030381079266894227
scifact_dense,information_gain,16,original_frozen_router,0.03120259769671728,-0.018492962245761507,0.07834013245838037
scifact_dense,information_gain,32,zero_budget,0.04183921070905383,-0.0021844600577769382,0.08922860159565892
scifact_dense,information_gain,32,random,0.009372424890484213,-0.0005322579797161617,0.026900939561320437
scifact_dense,information_gain,32,original_frozen_router,0.03588881014195939,-0.01784107512786492,0.08597207291605201
scifact_dense,decision_value,0,zero_budget,0.0,0.0,0.0
scifact_dense,decision_value,0,random,0.0,0.0,0.0
scifact_dense,decision_value,0,original_frozen_router,-0.005950400567094442,-0.026070773872484864,0.01143166984801614
scifact_dense,decision_value,4,zero_budget,0.027780573373327507,-0.016651023861812157,0.07124688479947422
scifact_dense,decision_value,4,random,0.019704689329240008,-0.01343665081726273,0.05762021553652964
scifact_dense,decision_value,4,original_frozen_router,0.02183017280623306,-0.023694991493195833,0.07052041006022892
scifact_dense,decision_value,8,zero_budget,0.027780573373327507,-0.015216991967877102,0.07270722438652273
scifact_dense,decision_value,8,random,0.017399476443875735,-0.01448434669587253,0.05110334880564565
scifact_dense,decision_value,8,original_frozen_router,0.02183017280623306,-0.024401542952807297,0.06751742644003744
scifact_dense,decision_value,16,zero_budget,0.03715299826381172,-0.007052842716010761,0.08428435783820026
scifact_dense,decision_value,16,random,0.012861944856203497,-0.0011141394959049934,0.037470479224470284
scifact_dense,decision_value,16,original_frozen_router,0.03120259769671728,-0.015966836200423804,0.07866591511868465
scifact_dense,decision_value,32,zero_budget,0.04183921070905383,-0.005587778414645123,0.09221352305285851
scifact_dense,decision_value,32,random,0.009372424890484213,-0.00048284449451388754,0.027442391554559638
scifact_dense,decision_value,32,original_frozen_router,0.03588881014195939,-0.013393264758189218,0.08635060450501274
